user_id,username,text,dateUTC
4760443927,elainerichard5163,You inspire me and give me so much hope for now and in the future!,1556738207
797013125,mari.leeite,"We are waiting for you, here in Brazil to Vtex Day 💖",1556737845
10641129920,ltybmym,Ya you can change the world by will,1556737794
4102025477,sohrabi.farzaneh,@michelkaraaslan1907 I don't know,1556737585
9384318417,_m_nazish_,U r best then trump,1556737431
104934384,bestcoastsam,Please come back and save America. 🇺🇸,1556737216
1288903601,_gabe2910,@sustainablelivingactivist no,1556737122
53164549,rammvis,"@jstreisant i commute 2 hours to and from work try again dumb dumb, what makes you special.",1556737045
1566815977,jstreisant,@rammvis lazy I worked my whole life without asking anybody for any help for anything not like you people,1556736892
9673544803,pibroening,good afternoon all,1556736610
3636131402,peytoncanbrie,@canwill7 you sound obsessed,1556736520
8695712219,elmondo2010,👌😊💚,1556736517
8695712219,elmondo2010,👌😊💚,1556736506
5627491958,pourya9624,❤️,1556736454
13207683009,arun_kazhakam,Most humble US President..,1556736104
7792909505,allisonschallert,Come back. Save us,1556735852
4760443927,elainerichard5163,You inspire me and give me so much hope for now and in the future!,1556738207
797013125,mari.leeite,"We are waiting for you, here in Brazil to Vtex Day 💖",1556737845
10641129920,ltybmym,Ya you can change the world by will,1556737794
4102025477,sohrabi.farzaneh,@michelkaraaslan1907 I don't know,1556737585
9384318417,_m_nazish_,U r best then trump,1556737431
104934384,bestcoastsam,Please come back and save America. 🇺🇸,1556737216
1288903601,_gabe2910,@sustainablelivingactivist no,1556737122
53164549,rammvis,"@jstreisant i commute 2 hours to and from work try again dumb dumb, what makes you special.",1556737045
1566815977,jstreisant,@rammvis lazy I worked my whole life without asking anybody for any help for anything not like you people,1556736892
9673544803,pibroening,good afternoon all,1556736610
3636131402,peytoncanbrie,@canwill7 you sound obsessed,1556736520
8695712219,elmondo2010,👌😊💚,1556736517
8695712219,elmondo2010,👌😊💚,1556736506
5627491958,pourya9624,❤️,1556736454
13207683009,arun_kazhakam,Most humble US President..,1556736104
7792909505,allisonschallert,Come back. Save us,1556735852
4760443927,elainerichard5163,You inspire me and give me so much hope for now and in the future!,1556738207
797013125,mari.leeite,"We are waiting for you, here in Brazil to Vtex Day 💖",1556737845
10641129920,ltybmym,Ya you can change the world by will,1556737794
4102025477,sohrabi.farzaneh,@michelkaraaslan1907 I don't know,1556737585
9384318417,_m_nazish_,U r best then trump,1556737431
104934384,bestcoastsam,Please come back and save America. 🇺🇸,1556737216
1288903601,_gabe2910,@sustainablelivingactivist no,1556737122
53164549,rammvis,"@jstreisant i commute 2 hours to and from work try again dumb dumb, what makes you special.",1556737045
1566815977,jstreisant,@rammvis lazy I worked my whole life without asking anybody for any help for anything not like you people,1556736892
9673544803,pibroening,good afternoon all,1556736610
3636131402,peytoncanbrie,@canwill7 you sound obsessed,1556736520
8695712219,elmondo2010,👌😊💚,1556736517
8695712219,elmondo2010,👌😊💚,1556736506
5627491958,pourya9624,❤️,1556736454
13207683009,arun_kazhakam,Most humble US President..,1556736104
7792909505,allisonschallert,Come back. Save us,1556735852
4760443927,elainerichard5163,You inspire me and give me so much hope for now and in the future!,1556738207
797013125,mari.leeite,"We are waiting for you, here in Brazil to Vtex Day 💖",1556737845
10641129920,ltybmym,Ya you can change the world by will,1556737794
4102025477,sohrabi.farzaneh,@michelkaraaslan1907 I don't know,1556737585
9384318417,_m_nazish_,U r best then trump,1556737431
104934384,bestcoastsam,Please come back and save America. 🇺🇸,1556737216
1288903601,_gabe2910,@sustainablelivingactivist no,1556737122
53164549,rammvis,"@jstreisant i commute 2 hours to and from work try again dumb dumb, what makes you special.",1556737045
1566815977,jstreisant,@rammvis lazy I worked my whole life without asking anybody for any help for anything not like you people,1556736892
9673544803,pibroening,good afternoon all,1556736610
3636131402,peytoncanbrie,@canwill7 you sound obsessed,1556736520
8695712219,elmondo2010,👌😊💚,1556736517
8695712219,elmondo2010,👌😊💚,1556736506
5627491958,pourya9624,❤️,1556736454
13207683009,arun_kazhakam,Most humble US President..,1556736104
7792909505,allisonschallert,Come back. Save us,1556735852
4760443927,elainerichard5163,You inspire me and give me so much hope for now and in the future!,1556738207
797013125,mari.leeite,"We are waiting for you, here in Brazil to Vtex Day 💖",1556737845
10641129920,ltybmym,Ya you can change the world by will,1556737794
4102025477,sohrabi.farzaneh,@michelkaraaslan1907 I don't know,1556737585
9384318417,_m_nazish_,U r best then trump,1556737431
104934384,bestcoastsam,Please come back and save America. 🇺🇸,1556737216
1288903601,_gabe2910,@sustainablelivingactivist no,1556737122
53164549,rammvis,"@jstreisant i commute 2 hours to and from work try again dumb dumb, what makes you special.",1556737045
1566815977,jstreisant,@rammvis lazy I worked my whole life without asking anybody for any help for anything not like you people,1556736892
9673544803,pibroening,good afternoon all,1556736610
3636131402,peytoncanbrie,@canwill7 you sound obsessed,1556736520
8695712219,elmondo2010,👌😊💚,1556736517
8695712219,elmondo2010,👌😊💚,1556736506
5627491958,pourya9624,❤️,1556736454
13207683009,arun_kazhakam,Most humble US President..,1556736104
7792909505,allisonschallert,Come back. Save us,1556735852
5812914542,maxiwin777,So proud to see a Vietnamese woman in this video ❤️🇻🇳💛,1556738270
4760443927,elainerichard5163,You inspire me and give me so much hope for now and in the future!,1556738207
797013125,mari.leeite,"We are waiting for you, here in Brazil to Vtex Day 💖",1556737845
10641129920,ltybmym,Ya you can change the world by will,1556737794
4102025477,sohrabi.farzaneh,@michelkaraaslan1907 I don't know,1556737585
9384318417,_m_nazish_,U r best then trump,1556737431
