user_id,username,text,dateUTC
4884248116,domog_fp,🐐,2018-12-17 08:48:57
230630061,jorenae,Living the life,2018-12-17 00:26:14
2097954313,miaya_griff,I love this pic!!,2018-12-16 23:22:01
223659034,ky3___,This a banger🤝,2018-12-16 22:52:17
261965839,tessafabritius,😍😍😍,2018-12-12 19:19:52
2097954313,miaya_griff,Cool 👍🏽,2018-12-11 22:30:56
329238936,arquitanicole,❤️❤️❤️,2018-12-11 20:45:54
198587366,theintellectualafrodisiac,I’ve been thereeeeee! Have fun!!,2018-12-09 23:29:47
8041291773,chvdporter,👑👑👑🔥,2018-12-09 23:05:16
215762403,x_tyree,@muddlogi yes,2018-12-09 23:04:20
512957518,muddlogi,You in Ecuador?,2018-12-09 23:00:52
215762403,x_tyree,@x_dayv 😂😂,2018-12-09 22:48:00
215762403,x_tyree,@moniqueallin thanks mom,2018-12-09 22:47:53
215762403,x_tyree,@kevinmullin43 I try bro lol,2018-12-09 22:47:46
215762403,x_tyree,@arquitanicole thanks Nanny,2018-12-09 22:47:25
4566198415,moniqueallin,That smile is amazing 🤩🤩,2018-12-09 22:47:22
41512339,kevinmullin43,Tyroll is out here absolutely living,2018-12-09 22:38:35
329238936,arquitanicole,Aww. Look at my nephew enjoying life 😍😍,2018-12-09 22:27:00
311066097,x_dayv,you ugly boy 🤣🤣,2018-12-09 22:19:50
4187775392,majorglory6_,💪🏾,2018-07-11 09:03:56
52307864,p_mullah216,😎👍,2018-07-10 22:55:39
41851635,ieshabaldwin,Awesome,2018-07-10 22:29:08
190575849,hj.bryce,🏋🏾‍♂️,2018-07-10 21:29:44
2097954313,miaya_griff,Love it!,2018-07-10 22:21:25
215762403,x_tyree,@moniqueallin thanks mom,2018-07-05 03:16:12
215762403,x_tyree,@p_daniels216 thanks man!,2018-07-05 03:15:21
52307864,p_mullah216,My boy😎👍 im glad you enjoying life ..,2018-07-05 01:12:18
4566198415,moniqueallin,Nice smile,2018-07-04 23:19:04
215762403,x_tyree,@black_dynamite631 your funny bro 😂,2018-05-25 23:41:39
2899396946,black_dynamite631,Boy who gave you permission to take these good photos?,2018-05-25 18:52:17
144143247,der_strawanzer,nice,2018-05-25 12:12:25
713499729,reganroberts__,Dope,2018-05-22 15:08:18
261965839,tessafabritius,Rhiannon is crying with laughter she loves this,2018-09-03 23:56:27
5903626718,popanother,Your picture looks cool!,2017-11-28 20:11:29
2087067539,jatthew_mames,Did somebody in the back throw your cape up? 💀💀💀,2017-10-31 18:28:36
12593004,kayyyyxo_,😂😂,2017-10-31 16:14:39
52307864,p_mullah216,😎😂😂,2017-10-31 15:57:20
512957518,muddlogi,soft....,2017-10-31 15:04:21
235227283,imani__j,😂😂,2017-10-31 14:36:02
230002416,hyx.babyfaxe,💪🏾💪🏾💪🏾,2018-07-01 15:45:23
4353639887,blackpantha__,✊🏾✊🏾✊🏾✊🏾✊🏾yasssss,2017-12-11 02:25:57
52307864,p_mullah216,Looking Dope!,2017-10-11 07:37:13
12593004,kayyyyxo_,👏🏽👏🏽👏🏽,2017-10-10 20:57:36
1558445386,sheila.j_,TBH~ you seem like a cool person & you have a nice smile 😌but show some love & #Return,2017-11-24 22:42:33
473072861,hasanihendrix,He should've edited the first half a second out  @jatthew_mames 😂😂😂,2017-08-09 21:59:29
215762403,x_tyree,@jatthew_mames 😂😂,2017-08-07 23:38:00
2087067539,jatthew_mames,"Lmao, this the most unnatural off guard I've ever seen.",2017-08-07 21:36:24
